City,Price(P),Change(P),Price(D),Change(D)
Badgam,101.98 ₹/L,  0.00,86.97 ₹/L,  0.00
Badwani,110.06 ₹/L,  0.00,95.22 ₹/L,  0.00
Bagalkot,102.48 ₹/L,+ 0.11,88.40 ₹/L,+ 0.09
Bageshwar,95.98 ₹/L,  0.00,91.03 ₹/L,  0.00
Baghpat,96.52 ₹/L,+ 0.13,89.70 ₹/L,+ 0.13
Bahraich,97.09 ₹/L,- 0.02,90.28 ₹/L,- 0.02
Baksa,97.32 ₹/L,  0.00,89.36 ₹/L,  0.00
Balaghat,111.56 ₹/L,+ 0.95,96.59 ₹/L,+ 0.87
Baleshwar,103.23 ₹/L,+ 0.05,94.81 ₹/L,+ 0.05
Ballia,97.68 ₹/L,- 0.92,90.84 ₹/L,- 0.90
Balod,103.58 ₹/L,  0.00,96.55 ₹/L,  0.00
Balodabazar,103.01 ₹/L,  0.00,95.98 ₹/L,  0.00
Balrampur,104.66 ₹/L,  0.00,97.62 ₹/L,  0.00
Banas Kantha,96.62 ₹/L,+ 0.06,92.38 ₹/L,+ 0.06
Banda,97.61 ₹/L,+ 0.13,90.76 ₹/L,+ 0.13
Bandipora,102.40 ₹/L,  0.00,87.36 ₹/L,  0.00
Bangalore,101.94 ₹/L,  0.00,87.89 ₹/L,  0.00
Bangalore Rural,101.94 ₹/L,- 0.07,87.89 ₹/L,- 0.06
Banka,108.51 ₹/L,+ 0.51,95.20 ₹/L,+ 0.47
Bankura,106.71 ₹/L,+ 0.43,93.40 ₹/L,+ 0.39
Banswara,109.65 ₹/L,- 0.65,94.78 ₹/L,- 0.59
Barabanki,96.81 ₹/L,  0.00,90.00 ₹/L,  0.00
Baramullah,102.16 ₹/L,  0.00,87.13 ₹/L,  0.00
Baran,109.46 ₹/L,+ 1.16,94.60 ₹/L,+ 1.05
Bareilly,96.80 ₹/L,+ 0.47,89.98 ₹/L,+ 0.46
Bargarh,104.15 ₹/L,- 0.29,95.70 ₹/L,- 0.28
Barmer,109.73 ₹/L,- 0.73,94.86 ₹/L,- 0.66
Barnala,97.38 ₹/L,- 0.03,87.72 ₹/L,- 0.04
Barpeta,97.53 ₹/L,  0.00,89.57 ₹/L,  0.00
Bastar,105.29 ₹/L,  0.00,98.23 ₹/L,  0.00
Basti,97.32 ₹/L,+ 0.13,90.49 ₹/L,+ 0.11
Bathinda,97.01 ₹/L,- 0.06,87.37 ₹/L,- 0.06
Begusarai,106.95 ₹/L,  0.00,93.74 ₹/L,  0.00
Belgaum,102.59 ₹/L,+ 0.62,88.50 ₹/L,+ 0.56
Bellary,103.61 ₹/L,- 0.29,89.42 ₹/L,- 0.26
Bemetara,102.91 ₹/L,  0.00,95.88 ₹/L,  0.00
Betul,109.08 ₹/L,- 0.58,94.31 ₹/L,- 0.52
Bhadradri Kothagudem,110.78 ₹/L,+ 0.07,98.86 ₹/L,+ 0.08
Bhadrak,104.09 ₹/L,+ 0.36,95.64 ₹/L,+ 0.35
Bhagalpur,108.08 ₹/L,- 0.48,94.80 ₹/L,- 0.45
Bhandara,107.01 ₹/L,  0.00,93.53 ₹/L,  0.00
Bharatpur,108.36 ₹/L,+ 0.19,93.59 ₹/L,+ 0.17
Bharuch,96.99 ₹/L,+ 0.11,92.74 ₹/L,+ 0.12
Bhavnagar,97.77 ₹/L,+ 0.11,93.52 ₹/L,+ 0.11
Bhilwara,108.66 ₹/L,  0.00,93.89 ₹/L,  0.00
Bhind,109.12 ₹/L,  0.00,94.34 ₹/L,  0.00
Bhiwani,97.99 ₹/L,+ 0.49,90.82 ₹/L,+ 0.46
Bhojpur,108.14 ₹/L,- 0.02,94.88 ₹/L,- 0.01
Bhopal,108.65 ₹/L,  0.00,93.90 ₹/L,  0.00
Bid,107.90 ₹/L,- 0.06,94.37 ₹/L,- 0.05
Bidar,102.28 ₹/L,- 0.24,88.23 ₹/L,- 0.21
Bijapur,106.85 ₹/L,  0.00,99.77 ₹/L,  0.00
Bijnor,96.74 ₹/L,+ 0.09,89.92 ₹/L,+ 0.09
Bikaner,111.38 ₹/L,- 0.33,96.35 ₹/L,- 0.29
Bilaspur,102.67 ₹/L,  0.00,95.66 ₹/L,  0.00
Birbhum,106.68 ₹/L,+ 0.04,93.38 ₹/L,+ 0.04
Bishnupur,101.23 ₹/L,  0.00,87.17 ₹/L,  0.00
Biswanath,97.87 ₹/L,  0.00,89.92 ₹/L,  0.00
Bokaro,100.21 ₹/L,  0.00,95.00 ₹/L,  0.00
Bolangir,105.67 ₹/L,+ 0.65,97.17 ₹/L,+ 0.63
Bongaigaon,97.31 ₹/L,+ 0.30,89.35 ₹/L,+ 0.29
Botad,97.64 ₹/L,- 0.44,93.39 ₹/L,- 0.44
Boudh,105.18 ₹/L,+ 0.44,96.67 ₹/L,+ 0.43
Budaun,96.66 ₹/L,+ 0.04,89.84 ₹/L,+ 0.04
Bulandshahr,97.30 ₹/L,+ 0.26,90.43 ₹/L,+ 0.25
Buldhana,106.82 ₹/L,  0.00,93.34 ₹/L,  0.00
Bundi,108.63 ₹/L,+ 0.60,93.84 ₹/L,+ 0.53
Burhanpur,110.42 ₹/L,  0.00,95.55 ₹/L,  0.00
Buxar,108.79 ₹/L,+ 0.07,95.48 ₹/L,+ 0.06
Cachar,97.57 ₹/L,  0.00,89.65 ₹/L,  0.00
Central Delhi,96.72 ₹/L,  0.00,89.62 ₹/L,  0.00
Chamba,97.17 ₹/L,  0.00,86.28 ₹/L,  0.00
Chamoli,97.61 ₹/L,- 0.68,92.41 ₹/L,- 0.65
Champawat,96.37 ₹/L,+ 1.12,91.36 ₹/L,+ 0.99
Champhai,97.59 ₹/L,  0.00,83.77 ₹/L,  0.00
Chamrajnagar,102.10 ₹/L,+ 0.03,88.04 ₹/L,+ 0.03
Chandauli,96.73 ₹/L,+ 0.11,89.92 ₹/L,+ 0.10
Chandel,101.65 ₹/L,  0.00,87.55 ₹/L,  0.00
Chandigarh,96.20 ₹/L,  0.00,84.26 ₹/L,  0.00
Chandrapur,106.17 ₹/L,+ 0.05,92.73 ₹/L,+ 0.05
Changlang,95.47 ₹/L,  0.00,84.68 ₹/L,  0.00
Charaideo,97.74 ₹/L,  0.00,89.77 ₹/L,  0.00
Charki Dadri,97.41 ₹/L,+ 0.43,90.27 ₹/L,+ 0.42
Chatra,101.46 ₹/L,  0.00,96.26 ₹/L,  0.00
Chennai,102.73 ₹/L,+ 0.10,94.33 ₹/L,+ 0.09
Chhatarpur,110.06 ₹/L,  0.00,95.19 ₹/L,  0.00
Chhindware,109.81 ₹/L,- 0.62,94.99 ₹/L,- 0.55
Chhotaudepur,96.41 ₹/L,- 0.42,92.15 ₹/L,- 0.43
Chikkaballapura,101.94 ₹/L,  0.00,87.89 ₹/L,  0.00
Chikmagalur,102.60 ₹/L,- 0.62,88.29 ₹/L,- 0.63
Chirang,96.98 ₹/L,  0.00,89.03 ₹/L,  0.00
Chitradurga,102.73 ₹/L,- 0.52,88.51 ₹/L,- 0.47
Chitrakut,97.54 ₹/L,  0.00,90.72 ₹/L,  0.00
Chittaurgarh,108.10 ₹/L,- 0.15,93.38 ₹/L,- 0.14
Chittoor,112.66 ₹/L,+ 0.31,100.30 ₹/L,+ 0.29
Churachandpur,101.61 ₹/L,  0.00,87.51 ₹/L,  0.00
Churu,110.36 ₹/L,- 0.07,95.42 ₹/L,- 0.06
Coimbatore,103.17 ₹/L,- 0.04,94.78 ₹/L,- 0.04
Cooch Bihar,106.79 ₹/L,- 0.60,93.46 ₹/L,- 0.57
Cuddalore,104.73 ₹/L,  0.00,96.28 ₹/L,  0.00
Cuddapah,110.98 ₹/L,+ 0.28,98.76 ₹/L,+ 0.25
Cuttack,103.71 ₹/L,+ 0.17,95.25 ₹/L,+ 0.15
Dahod,96.96 ₹/L,+ 0.10,92.71 ₹/L,+ 0.10
Dakshin Dinajpur,106.10 ₹/L,- 0.22,92.83 ₹/L,- 0.20
Dakshin Kannad,101.85 ₹/L,+ 0.38,87.78 ₹/L,+ 0.35
Daman,94.31 ₹/L,+ 0.07,89.86 ₹/L,+ 0.07
Damoh,109.62 ₹/L,  0.00,94.79 ₹/L,  0.00
Dantewada,106.51 ₹/L,+ 0.12,99.43 ₹/L,+ 0.12
Darbhanga,107.91 ₹/L,  0.00,94.65 ₹/L,  0.00
Darjeeling,105.87 ₹/L,- 0.11,92.61 ₹/L,- 0.11
Darrang,97.70 ₹/L,+ 0.30,89.73 ₹/L,+ 0.30
Datia,109.36 ₹/L,  0.00,94.56 ₹/L,  0.00
Dausa,109.20 ₹/L,+ 0.68,94.35 ₹/L,+ 0.62
Davangere,103.14 ₹/L,- 0.69,88.88 ₹/L,- 0.62
Dehradun,95.23 ₹/L,- 0.08,90.27 ₹/L,- 0.08
Delhi Shahdara,96.72 ₹/L,  0.00,89.62 ₹/L,  0.00
Deogarh,99.57 ₹/L,  0.00,94.35 ₹/L,  0.00
Deoria,96.35 ₹/L,- 0.28,89.54 ₹/L,- 0.27
Devbhumi Dwarka,96.77 ₹/L,+ 0.56,92.52 ₹/L,+ 0.56
Dewas,108.56 ₹/L,  0.00,93.84 ₹/L,  0.00
Dhalai,98.66 ₹/L,  0.00,87.66 ₹/L,  0.00
Dhamtari,102.68 ₹/L,  0.00,95.66 ₹/L,  0.00
Dhanbad,99.80 ₹/L,  0.00,94.60 ₹/L,  0.00
Dhar,109.61 ₹/L,- 0.34,94.79 ₹/L,- 0.33
Dharmapuri,103.79 ₹/L,- 0.11,95.39 ₹/L,- 0.11
Dharwad,101.71 ₹/L,  0.00,87.71 ₹/L,  0.00
Dhaulpur,108.95 ₹/L,- 0.21,94.12 ₹/L,- 0.19
Dhemaji,98.11 ₹/L,  0.00,90.14 ₹/L,  0.00
Dhenkanal,103.98 ₹/L,  0.00,95.52 ₹/L,  0.00
Dhuburi,98.38 ₹/L,  0.00,90.40 ₹/L,  0.00
Dhule,106.69 ₹/L,+ 0.56,93.20 ₹/L,+ 0.54
Dibang Valley,95.30 ₹/L,  0.00,84.57 ₹/L,  0.00
Dibrugarh,97.58 ₹/L,+ 0.20,89.62 ₹/L,+ 0.20
Dima Hasao,98.83 ₹/L,  0.00,90.89 ₹/L,  0.00
Dimapur,98.28 ₹/L,  0.00,86.65 ₹/L,  0.00
Dindigul,103.92 ₹/L,+ 0.40,95.51 ₹/L,+ 0.36
Dindori,110.22 ₹/L,  0.00,95.36 ₹/L,  0.00
Diu,95.26 ₹/L,  0.00,90.81 ₹/L,  0.00
Doda,100.78 ₹/L,+ 0.12,85.87 ₹/L,+ 0.02
Dumka,100.53 ₹/L,  0.00,95.31 ₹/L,  0.00
Dungarpur,110.36 ₹/L,+ 0.14,95.42 ₹/L,+ 0.12
Durg,102.63 ₹/L,  0.00,95.61 ₹/L,  0.00
East Champaran,108.74 ₹/L,+ 0.10,95.44 ₹/L,+ 0.09
East Delhi,96.72 ₹/L,  0.00,89.62 ₹/L,  0.00
East District,102.85 ₹/L,  0.00,89.90 ₹/L,  0.00
East Garo Hills,96.27 ₹/L,  0.00,84.78 ₹/L,  0.00
East Godavari,111.28 ₹/L,+ 0.05,99.05 ₹/L,+ 0.05
East Imphal,101.19 ₹/L,  0.00,87.13 ₹/L,  0.00
East Jaintia Hills,97.01 ₹/L,  0.00,85.34 ₹/L,  0.00
East Khameng,94.74 ₹/L,  0.00,83.91 ₹/L,  0.00
East Khasi Hills,96.35 ₹/L,- 0.09,84.62 ₹/L,- 0.06
East Siang,94.31 ₹/L,  0.00,83.65 ₹/L,  0.00
East Singhbhum,100.19 ₹/L,- 0.10,94.98 ₹/L,- 0.10
Ernakulam,107.72 ₹/L,- 0.06,96.64 ₹/L,- 0.06
Erode,103.22 ₹/L,- 0.05,94.84 ₹/L,- 0.05
Etah,96.51 ₹/L,- 0.17,89.67 ₹/L,- 0.18
Etawah,97.14 ₹/L,+ 0.13,90.29 ₹/L,+ 0.13
Faizabad,97.03 ₹/L,- 0.07,90.22 ₹/L,- 0.07
Faridabad,97.49 ₹/L,+ 0.24,90.35 ₹/L,+ 0.24
Faridkot,97.54 ₹/L,+ 0.29,87.88 ₹/L,+ 0.28
Farrukkhabad,97.10 ₹/L,+ 0.04,90.28 ₹/L,+ 0.04
Fatehabad,97.84 ₹/L,- 0.14,90.67 ₹/L,- 0.14
Fatehgarh Sahib,97.53 ₹/L,- 0.24,87.87 ₹/L,- 0.23
Fatehpur,96.66 ₹/L,- 0.69,89.84 ₹/L,- 0.67
Fazilka,97.50 ₹/L,- 0.17,87.84 ₹/L,- 0.16
Firozabad,96.28 ₹/L,- 0.25,89.45 ₹/L,- 0.24
Firozpur,97.89 ₹/L,+ 0.14,88.21 ₹/L,+ 0.13
Gadag,102.38 ₹/L,+ 0.13,88.31 ₹/L,+ 0.11
Gadchiroli,107.24 ₹/L,+ 0.32,93.76 ₹/L,+ 0.31
Gajapati,105.66 ₹/L,  0.00,97.13 ₹/L,  0.00
Ganderbal,102.28 ₹/L,  0.00,87.25 ₹/L,  0.00
Gandhi Nagar,96.49 ₹/L,- 0.14,92.24 ₹/L,- 0.14
Ganganagar,113.11 ₹/L,  0.00,97.90 ₹/L,  0.00
Ganjam,103.77 ₹/L,- 0.89,95.31 ₹/L,- 0.86
Garhwa,102.63 ₹/L,+ 0.13,97.43 ₹/L,+ 0.14
Gariyaband,103.08 ₹/L,  0.00,96.05 ₹/L,  0.00
Gautam Budh Nagar,96.58 ₹/L,- 0.07,89.75 ₹/L,- 0.07
Gaya,108.70 ₹/L,- 0.15,95.40 ₹/L,- 0.15
Ghaziabad,96.58 ₹/L,  0.00,89.75 ₹/L,  0.00
Ghazipur,96.80 ₹/L,- 1.35,90.00 ₹/L,- 1.31
Gir Somnath,97.82 ₹/L,  0.00,93.58 ₹/L,  0.00
Giridih,100.13 ₹/L,  0.00,94.93 ₹/L,  0.00
Goalpara,97.78 ₹/L,- 0.08,89.81 ₹/L,- 0.08
Godda,100.53 ₹/L,  0.00,95.30 ₹/L,  0.00
Golaghat,96.98 ₹/L,- 0.20,89.03 ₹/L,- 0.19
Gomati,99.98 ₹/L,  0.00,88.89 ₹/L,  0.00
Gonda,96.47 ₹/L,- 0.29,89.68 ₹/L,- 0.28
Gondia,107.68 ₹/L,+ 0.12,94.16 ₹/L,+ 0.11
Gopalganj,108.69 ₹/L,- 0.32,95.39 ₹/L,- 0.30
Gorakhpur,96.74 ₹/L,- 0.13,89.92 ₹/L,- 0.12
Greater Mumbai,106.42 ₹/L,+ 0.11,94.38 ₹/L,+ 0.11
Gulbarga,101.71 ₹/L,  0.00,87.71 ₹/L,  0.00
Gumla,100.28 ₹/L,  0.00,95.09 ₹/L,  0.00
Guna,109.59 ₹/L,  0.00,94.75 ₹/L,  0.00
Guntur,111.76 ₹/L,- 0.16,99.51 ₹/L,- 0.14
Gurdaspur,97.69 ₹/L,- 0.11,88.03 ₹/L,- 0.11
Gurgaon,96.93 ₹/L,+ 0.04,89.80 ₹/L,+ 0.04
Gwalior,108.58 ₹/L,  0.00,93.84 ₹/L,  0.00
Hailakandi,97.83 ₹/L,+ 0.20,89.91 ₹/L,+ 0.20
Hamirpur,95.69 ₹/L,  0.00,84.90 ₹/L,  0.00
Hanumangarh,112.06 ₹/L,+ 0.12,96.95 ₹/L,+ 0.10
Hapur,96.48 ₹/L,- 0.14,89.65 ₹/L,- 0.15
Harda,109.15 ₹/L,  0.00,94.37 ₹/L,  0.00
Hardoi,96.63 ₹/L,- 0.55,89.82 ₹/L,- 0.53
Haridwar,94.39 ₹/L,- 0.03,89.50 ₹/L,- 0.04
Hassan,102.05 ₹/L,+ 0.38,87.90 ₹/L,+ 0.35
Hathras,96.48 ₹/L,- 0.28,89.63 ₹/L,- 0.28
Haveri,102.38 ₹/L,- 0.47,88.31 ₹/L,- 0.43
Hazaribagh,100.50 ₹/L,  0.00,95.30 ₹/L,  0.00
Hingoli,107.06 ₹/L,  0.00,93.58 ₹/L,  0.00
Hisar,97.45 ₹/L,- 0.26,90.29 ₹/L,- 0.25
Hojai,97.40 ₹/L,- 0.45,89.47 ₹/L,- 0.43
Hooghly,106.32 ₹/L,+ 0.27,93.03 ₹/L,+ 0.25
Hoshangabad,109.20 ₹/L,  0.00,94.42 ₹/L,  0.00
Hoshiarpur,97.35 ₹/L,- 0.04,87.70 ₹/L,- 0.05
Howrah,106.03 ₹/L,  0.00,92.76 ₹/L,  0.00
Hyderabad,109.66 ₹/L,  0.00,97.82 ₹/L,  0.00
Idukki,108.02 ₹/L,- 0.13,96.93 ₹/L,- 0.11
Indore,108.58 ₹/L,  0.00,93.86 ₹/L,  0.00
Jabalpur,108.66 ₹/L,- 0.02,93.93 ₹/L,- 0.03
Jagatsinghpur,103.16 ₹/L,+ 0.45,94.70 ₹/L,+ 0.43
Jagitial,110.43 ₹/L,+ 0.08,98.53 ₹/L,+ 0.08
Jahanabad,107.90 ₹/L,+ 0.16,94.65 ₹/L,+ 0.14
Jahbua,109.02 ₹/L,- 0.67,94.26 ₹/L,- 0.61
Jaipur,108.78 ₹/L,+ 0.30,93.99 ₹/L,+ 0.27
Jaisalmer,110.83 ₹/L,+ 0.09,95.86 ₹/L,+ 0.09
Jajpur,103.70 ₹/L,- 0.07,95.22 ₹/L,- 0.07
Jalandhar,97.09 ₹/L,- 0.23,87.46 ₹/L,- 0.22
Jalaun,97.26 ₹/L,- 0.03,90.41 ₹/L,- 0.03
Jalgaon,107.22 ₹/L,+ 0.80,93.73 ₹/L,+ 0.79
Jalna,107.82 ₹/L,- 0.09,94.28 ₹/L,- 0.08
Jalor,110.38 ₹/L,- 0.05,95.45 ₹/L,- 0.05
Jalpaiguri,106.46 ₹/L,+ 0.73,93.16 ₹/L,+ 0.68
Jammu,97.50 ₹/L,- 0.16,83.26 ₹/L,- 0.15
Jamnagar,96.04 ₹/L,- 0.39,91.78 ₹/L,- 0.40
Jamtara,100.41 ₹/L,  0.00,95.19 ₹/L,  0.00
Jamui,108.21 ₹/L,  0.00,94.93 ₹/L,  0.00
Jangaon,109.27 ₹/L,- 0.72,97.45 ₹/L,- 0.67
Janjgir,102.74 ₹/L,  0.00,95.72 ₹/L,  0.00
Jashpur,104.02 ₹/L,  0.00,96.98 ₹/L,  0.00
Jaunpur,97.49 ₹/L,- 0.26,90.67 ₹/L,- 0.25
Jayashankar Bhupalpa,109.57 ₹/L,- 0.09,97.73 ₹/L,- 0.07
Jhajjar,97.38 ₹/L,+ 0.20,90.24 ₹/L,+ 0.20
Jhalawar,109.49 ₹/L,+ 0.16,94.62 ₹/L,+ 0.14
Jhansi,96.77 ₹/L,+ 0.52,89.93 ₹/L,+ 0.50
Jhargram,106.89 ₹/L,  0.00,93.53 ₹/L,  0.00
Jharsuguda,103.31 ₹/L,+ 0.05,94.89 ₹/L,+ 0.04
Jhunjhunun,109.93 ₹/L,- 0.01,95.03 ₹/L,- 0.01
Jind,96.98 ₹/L,- 0.19,89.83 ₹/L,- 0.19
Jiribam,103.21 ₹/L,  0.00,88.96 ₹/L,  0.00
Jodhpur,110.13 ₹/L,+ 1.57,95.22 ₹/L,+ 1.42
Jogulamba Gadwal,111.75 ₹/L,  0.00,99.77 ₹/L,  0.00
Jorhat,97.49 ₹/L,  0.00,89.53 ₹/L,  0.00
Junagadh,97.45 ₹/L,+ 0.43,93.22 ₹/L,+ 0.43
Kaimur,109.16 ₹/L,+ 0.08,95.83 ₹/L,+ 0.07
Kaithal,97.04 ₹/L,+ 0.24,89.89 ₹/L,+ 0.23
Kakching,101.49 ₹/L,  0.00,87.41 ₹/L,  0.00
Kalahandi,106.14 ₹/L,  0.00,97.62 ₹/L,  0.00
Kalimpong,105.98 ₹/L,  0.00,92.71 ₹/L,  0.00
Kamareddy,110.71 ₹/L,  0.00,98.79 ₹/L,  0.00
Kamrup,97.08 ₹/L,+ 0.06,89.12 ₹/L,+ 0.05
Kamrup Metro,97.02 ₹/L,  0.00,89.07 ₹/L,  0.00
Kanchipuram,102.89 ₹/L,+ 0.01,94.49 ₹/L,+ 0.01
Kandhamal,104.91 ₹/L,  0.00,96.41 ₹/L,  0.00
Kangpokpi,101.55 ₹/L,  0.00,87.46 ₹/L,  0.00
Kangra,95.96 ₹/L,- 0.14,85.15 ₹/L,- 0.16
Kanker,103.92 ₹/L,  0.00,96.89 ₹/L,  0.00
Kanniyakumari,103.57 ₹/L,- 0.30,95.21 ₹/L,- 0.29
Kannuaj,97.41 ₹/L,  0.00,90.57 ₹/L,  0.00
Kannur,108.20 ₹/L,+ 0.25,97.12 ₹/L,+ 0.24
Kanpur Rural,96.69 ₹/L,+ 0.03,89.87 ₹/L,+ 0.03
Kanpur Urban,96.27 ₹/L,  0.00,89.45 ₹/L,  0.00
Kapurthala,97.04 ₹/L,- 0.07,87.41 ₹/L,- 0.07
Karaikal,95.89 ₹/L,- 0.04,86.12 ₹/L,- 0.04
Karauli,108.88 ₹/L,- 0.15,94.06 ₹/L,- 0.13
Karbi Anglong,98.12 ₹/L,+ 0.90,90.18 ₹/L,+ 0.92
Karim Nagar,109.77 ₹/L,+ 0.30,97.91 ₹/L,+ 0.28
Karimganj,98.19 ₹/L,  0.00,90.26 ₹/L,  0.00
Karnal,96.67 ₹/L,+ 0.05,89.53 ₹/L,+ 0.04
Karur,102.92 ₹/L,- 0.13,94.55 ₹/L,- 0.13
Kasaragod,108.51 ₹/L,- 0.08,97.41 ₹/L,- 0.07
Kashi Ram Nagar,96.90 ₹/L,- 0.01,90.06 ₹/L,- 0.01
Kathua,98.21 ₹/L,  0.00,83.92 ₹/L,  0.00
Katihar,109.20 ₹/L,+ 0.50,95.85 ₹/L,+ 0.47
Katni,109.70 ₹/L,- 0.50,94.88 ₹/L,- 0.47
Kaushambi,96.90 ₹/L,+ 0.14,90.10 ₹/L,+ 0.14
Kawardha,103.41 ₹/L,  0.00,96.37 ₹/L,  0.00
Kendrapara,103.11 ₹/L,  0.00,94.66 ₹/L,  0.00
Keonjhar,105.60 ₹/L,+ 0.26,97.06 ₹/L,+ 0.26
Khagaria,107.59 ₹/L,  0.00,94.34 ₹/L,  0.00
Khammam,110.50 ₹/L,+ 0.82,98.58 ₹/L,+ 0.76
Khandwa,109.91 ₹/L,  0.00,95.08 ₹/L,  0.00
Khargone,109.24 ₹/L,  0.00,94.47 ₹/L,  0.00
Kheda,96.43 ₹/L,+ 0.02,92.17 ₹/L,+ 0.02
Khordha,103.19 ₹/L,  0.00,94.76 ₹/L,  0.00
Khowai,99.06 ₹/L,  0.00,88.03 ₹/L,  0.00
Khunti,99.91 ₹/L,  0.00,94.72 ₹/L,  0.00
Kinnaur,98.25 ₹/L,- 0.98,87.16 ₹/L,- 0.76
Kiphere,101.77 ₹/L,  0.00,89.76 ₹/L,  0.00
Kishanganj,109.90 ₹/L,+ 0.55,96.50 ₹/L,+ 0.51
Kishtwar,101.09 ₹/L,  0.00,86.24 ₹/L,  0.00
Kodagu,103.13 ₹/L,- 0.23,88.85 ₹/L,- 0.18
Koderma,100.64 ₹/L,  0.00,95.42 ₹/L,  0.00
Kohima,99.45 ₹/L,  0.00,87.56 ₹/L,  0.00
Kokrajhar,97.13 ₹/L,- 0.44,89.17 ₹/L,- 0.44
Kolar,101.81 ₹/L,- 0.35,87.77 ₹/L,- 0.32
Kolasib,94.62 ₹/L,  0.00,81.23 ₹/L,  0.00
Kolhapur,106.55 ₹/L,- 0.88,93.08 ₹/L,- 0.85
Kolkata,106.03 ₹/L,  0.00,92.76 ₹/L,  0.00
Kollam,109.03 ₹/L,  0.00,97.87 ₹/L,  0.00
Komram Bheem Asifaba,111.45 ₹/L,+ 0.02,99.48 ₹/L,+ 0.01
Kondagaon,104.45 ₹/L,  0.00,97.40 ₹/L,  0.00
Koppal,102.86 ₹/L,- 0.17,88.75 ₹/L,- 0.17
Koraput,107.79 ₹/L,  0.00,99.21 ₹/L,  0.00
Korba,102.18 ₹/L,  0.00,95.17 ₹/L,  0.00
Koria,103.13 ₹/L,  0.00,96.11 ₹/L,  0.00
Kota,108.50 ₹/L,+ 0.54,93.73 ₹/L,+ 0.49
Kottayam,107.90 ₹/L,- 0.64,96.81 ₹/L,- 0.61
Kozhikode,108.27 ₹/L,+ 0.16,97.18 ₹/L,+ 0.15
Krishna,111.38 ₹/L,- 0.15,99.16 ₹/L,- 0.14
Krishnagiri,104.25 ₹/L,- 0.45,95.85 ₹/L,- 0.44
Kulgam,101.26 ₹/L,  0.00,86.40 ₹/L,  0.00
Kullu,97.31 ₹/L,+ 0.31,86.30 ₹/L,+ 0.24
Kupwara,102.65 ₹/L,  0.00,87.59 ₹/L,  0.00
Kurnool,111.30 ₹/L,+ 0.20,99.08 ₹/L,+ 0.19
Kurukshetra,96.96 ₹/L,- 0.03,89.81 ₹/L,- 0.03
Kushinagar,96.66 ₹/L,- 0.03,89.85 ₹/L,- 0.02
Kutch,96.80 ₹/L,+ 0.58,92.55 ₹/L,+ 0.59
Lahul & Spiti,99.18 ₹/L,- 1.97,87.90 ₹/L,- 1.84
