City,State,lat,long
Purnia,Bihar,26,87.5

Rohtas,Bihar,24.6723487,83.92090397276326

Saharsa,Bihar,25.83264165,86.61489283342814

Samastipur,Bihar,25.7744929,85.86626813370123

Saran,Bihar,25.90835495,84.78074760594323

Sewan,Bihar,26.2243204,84.3599953

Sheikhpura,Bihar,25.12635425,85.81510620944194

Sheohar,Bihar,26.49436945,85.27280559513997

Sitamarhi,Bihar,26.666667,85.5

Supaul,Bihar,26.2768118,86.79658662614811

Vaishali,Bihar,25.95322565,85.14457760191539

West Champaran,Bihar,26.6919717,84.5796928

Chandigarh,Chandigarh,30.72984395,76.78414567016054

Balod,Chhattisgarh,20.7277192,81.1446947513626

Balodabazar,Chhattisgarh,21.6542,82.1739

Balrampur,Chhattisgarh,23.628257599999998,83.48109161894322

Bastar,Chhattisgarh,19.11912825,81.82918648971713

Bemetara,Chhattisgarh,21.6783867,81.44125784340252

Bijapur,Chhattisgarh,18.7935679,80.815939

Bilaspur,Chhattisgarh,21.98934025,82.10996498737376

Dantewada,Chhattisgarh,18.8640648,81.38339468738648

Dhamtari,Chhattisgarh,20.7084545,81.5481305

Durg,Chhattisgarh,21.1982964,81.40079215767969

Gariyaband,Chhattisgarh,20.52675605,82.19172167092043

Janjgir,Chhattisgarh,22.0090841,82.578896

Jashpur,Chhattisgarh,22.770251000000002,83.97080132252168

Kanker,Chhattisgarh,20.12868925,80.98453000491365

Kawardha,Chhattisgarh,22.0059254,81.2332055

Kondagaon,Chhattisgarh,19.5885769,81.6628742

Korba,Chhattisgarh,22.3547468,82.7110855

Koria,Chhattisgarh,23.3875499,82.38857829999999

Mahasamund,Chhattisgarh,21.19228455,82.48902633077708

Mungeli,Chhattisgarh,22.0661098,81.6874282

Raigarh,Chhattisgarh,22.5,83.5

Raipur,Chhattisgarh,21.2380912,81.6336993

Rajnandgaon,Chhattisgarh,21.06844245,80.797077941564

Sukma,Chhattisgarh,18.26654225,81.29252341475065

Surajpur,Chhattisgarh,23.357776899999998,82.97612766699449

Surguja,Chhattisgarh,23.25,83

Silvassa,Dadra And Nagar Haveli,20.2736768,73.0045787

Daman,Daman And Diu,20.42000485,72.86376290300566

Diu,Daman And Diu,20.718174949999998,70.93238341010638

Central Delhi,Delhi,28.69854835,77.2193906890312

Delhi Shahdara,Delhi,28.6734298,77.2898858

East Delhi,Delhi,28.61976385,77.30955022430011

New Delhi,Delhi,28.6138954,77.2090057

North Delhi,Delhi,28.78722785,77.09809032829239

North East Delhi,Delhi,28.72330795,77.26685650778668

North West Delhi,Delhi,28.737914449999998,77.01006262588218

South Delhi,Delhi,28.485169399999997,77.19636520348229

South East Delhi,Delhi,28.5444411,77.27287301731174

South West Delhi,Delhi,28.58644805,76.97915298462692

West Delhi,Delhi,28.6479519,77.08556541088615

North Goa,Goa,15.60444125,74.00172406307475

South Goa,Goa,15.21961365,74.1152813019196

Ahmedabad,Gujarat,23.0216238,72.5797068

Amreli,Gujarat,20.866667,70.75

Anand,Gujarat,22.5586555,72.9627227

Aravalli,Gujarat,23.48345905,73.39881244097361

Banas Kantha,Gujarat,24.25,72.5

Bharuch,Gujarat,21.75,73

Bhavnagar,Gujarat,21.7718836,72.1416449

Botad,Gujarat,22.1686,71.6685

Chhotaudepur,Gujarat,22.3084941,74.0119993

Dahod,Gujarat,22.8358786,74.2556823

Devbhumi Dwarka,Gujarat,22.244475899999998,68.96800187672852

Gandhi Nagar,Gujarat,22.7919485,70.6845048

Gir Somnath,Gujarat,20.8907001,70.4025266

Jamnagar,Gujarat,22.4732415,70.0552102

Junagadh,Gujarat,21.518558900000002,70.45917211724378

Kheda,Gujarat,22.75,72.833333

Kutch,Gujarat,23.583333,70

Mahisagar,Gujarat,23.1916967,73.6626352964019

Mehsana,Gujarat,23.6015557,72.3867981

Morbi,Gujarat,22.8176662,70.8345928

Narmada,Gujarat,21.8438782,73.5273555

Navsari,Gujarat,20.952407,72.9323831

Panch Mahal,Gujarat,22.69584,73.60505830112048

Patan,Gujarat,23.77405735,71.68373465668734

Porbander,Gujarat,21.6416979,69.62930589999999

Rajkot,Gujarat,22.3053263,70.8028377

Sabar Kantha,Gujarat,23.5,73.25

Surat,Gujarat,21.19177615,72.9544157804841

Surendranagar,Gujarat,22.75,71.666667

Tapi,Gujarat,21.1060413,72.7008247

The Dangs,Gujarat,20.788171849999998,73.70920325426432

Vadodara,Gujarat,22.2973142,73.1942567

Valsad,Gujarat,20.43219565,73.14098929730321

Ambala,Haryana,30.3843674,76.770421

Bhiwani,Haryana,28.7931703,76.1391283

Charki Dadri,Haryana,28.5920617,76.2652909

Faridabad,Haryana,28.4031478,77.3105561

Fatehabad,Haryana,29.51238035,75.4291789790538

Gurgaon,Haryana,28.42826235,77.00270014657752

Hisar,Haryana,29.080640950000003,75.788754109493

Jhajjar,Haryana,28.53364155,76.68981477716189

Jind,Haryana,29.301826249999998,76.33847076788838

Kaithal,Haryana,29.822820749999998,76.37830986647243

Karnal,Haryana,29.6803266,76.9896254

Kurukshetra,Haryana,29.9693747,76.8482787

Mahendragarh,Haryana,28.25,76.166667

Mewat,Haryana,27.993178,77.04073902524605

Palwal,Haryana,28.176958900000002,77.37311203790532

Panchkula,Haryana,30.7137692,76.86827600027706

Panipat,Haryana,29.3912753,76.9771675

Rewari,Haryana,28.1956468,76.6165179

Rohtak,Haryana,28.9010899,76.5801935

Sirsa,Haryana,29.583333,75.083333

Sonipat,Haryana,28.9953758,77.0233627

Yamunanagar,Haryana,30.2112003,77.28638972360895

Bilaspur,Himachal Pradesh,31.3380959,76.7611631

Chamba,Himachal Pradesh,32.518429,76.23086565661742

Hamirpur,Himachal Pradesh,31.687996,76.51925223011676

Kangra,Himachal Pradesh,32.166667,76.25

Kinnaur,Himachal Pradesh,31.5864184,78.396745

Kullu,Himachal Pradesh,32.00186325,77.37899639741332

Lahul Spiti,Himachal Pradesh,32.53924315,77.19817948616455

Mandi,Himachal Pradesh,31.6723392,76.95331690779145

Shimla,Himachal Pradesh,31.1041526,77.1709729

Sirmaur,Himachal Pradesh,30.75,77.5

Solan,Himachal Pradesh,30.92589585,77.08200509063624

Una,Himachal Pradesh,31.583333,76.25

Anantnag,Jammu And Kashmir,33.7368773,75.1455138

Badgam,Jammu And Kashmir,34.0154721,74.7220085

Bandipora,Jammu And Kashmir,34.4232433,74.635965

Baramullah,Jammu And Kashmir,34.1990498,74.3499496

Doda,Jammu And Kashmir,33.1449112,75.5473969

Ganderbal,Jammu And Kashmir,34.1926739,74.76831725105413

Jammu,Jammu And Kashmir,32.7185614,74.8580917

Kathua,Jammu And Kashmir,32.4288215,75.56286458392415

Kishtwar,Jammu And Kashmir,33.2761171,75.8169238781403

Kulgam,Jammu And Kashmir,33.669800550000005,75.01480232217389

Kupwara,Jammu And Kashmir,34.611023599999996,74.238478667319

Poonch,Jammu And Kashmir,33.7670004,74.0957143

Pulwama,Jammu And Kashmir,33.8756947,74.9003129

Rajouri,Jammu And Kashmir,33.3772495,74.3132332

Ramban,Jammu And Kashmir,33.211637100000004,75.20509890752818

Reasi,Jammu And Kashmir,33.069103150000004,74.8378698208889

Samba,Jammu And Kashmir,32.57591175,75.12034455530063

Shopian,Jammu And Kashmir,33.718807,74.8333311

Srinagar,Jammu And Kashmir,34.0747444,74.8204443

Udhampur,Jammu And Kashmir,33,75.166667

Bokaro,Jharkhand,23.699127949999998,85.99106894165021

Chatra,Jharkhand,24.20162495,84.87817691941733

Deogarh,Jharkhand,24.4898318,86.6990182

Dhanbad,Jharkhand,23.7952809,86.4309638

Dumka,Jharkhand,24.2538512,87.30064714192224

East Singhbhum,Jharkhand,22.8092139,86.2091549

Garhwa,Jharkhand,24.15529035,83.82522584408349

Giridih,Jharkhand,24.1608897,86.25113503301655

Godda,Jharkhand,24.74334305,87.2928506179686

Gumla,Jharkhand,23.0916741,84.5738480719802

Hazaribagh,Jharkhand,23.9675151,85.43884568595615

Jamtara,Jharkhand,23.9232867,86.77353493891458

Khunti,Jharkhand,23.10018105,85.3454593617985

Koderma,Jharkhand,24.4931239,85.55608107203881

Latehar,Jharkhand,23.74186545,84.51301366522105

Lohardaga,Jharkhand,23.46920055,84.73568423071751

Pakur,Jharkhand,24.6379647,87.8558666

Palamau,Jharkhand,23.8955106,84.2306

Ramgarh,Jharkhand,23.598775949999997,85.53691564663127

Ranchi,Jharkhand,23.3700501,85.3250387

Sahibganj,Jharkhand,25.28086285,87.6211746273445

Saraikela Kharasawan,Jharkhand,22.8561261,86.0121573

Simdega,Jharkhand,22.6664325,84.5502679119221

West Singhbhum,Jharkhand,22.7859232,86.1716093

Bagalkot,Karnataka,16.1853166,75.6967919

Bangalore,Karnataka,12.9767936,77.590082

Bangalore Rural,Karnataka,13.0010872,77.3361225

Belgaum,Karnataka,15.8572666,74.5069343

Bellary,Karnataka,15.1433952,76.9193876

Bidar,Karnataka,18.083333,77.333333

Bijapur,Karnataka,16.8269911,75.7175387

Chamrajnagar,Karnataka,11.9269937,76.9424311

Chikkaballapura,Karnataka,13.4358702,77.7312434

Chikmagalur,Karnataka,13.318014,75.7738743

Chitradurga,Karnataka,14.2266443,76.4005122

Dakshin Kannad,Karnataka,12.8437814,75.2479061

Davangere,Karnataka,14.4679807,75.9195682

Dharwad,Karnataka,15.4540505,75.0066516

Gadag,Karnataka,15.4322943,75.63522438164131

Gulbarga,Karnataka,17.166667,77.083333

Hassan,Karnataka,13.0070817,76.0992703

Haveri,Karnataka,14.7874825,75.3996731

Kodagu,Karnataka,12.38217745,75.66531991685233

Kolar,Karnataka,13.1367201,78.1337246

Koppal,Karnataka,15.3484144,76.1547421

Mandya,Karnataka,12.5238888,76.8961961

Mysore,Karnataka,12.3051828,76.6553609

Raichur,Karnataka,16.083333,77.166667

Ramanagara,Karnataka,12.7252766,77.2804797

Shimoga,Karnataka,13.9326093,75.574978

Tumkur,Karnataka,13.3400771,77.1006208

Udupi,Karnataka,13.3419169,74.7473232

Uttar Kannad,Karnataka,14.7937065,74.6868815

Yadgir,Karnataka,16.7670964,77.1403984

Alappuzha,Kerala,9.5006651,76.41241428564258

Ernakulam,Kerala,9.98408,76.2741457

Idukki,Kerala,9.8497872,76.9797914

Kannur,Kerala,11.8763836,75.3737973

Kasaragod,Kerala,12.5035577,74.9907022

Kollam,Kerala,8.8879509,76.5955013

Kottayam,Kerala,9.6287383,76.64553257390992

Kozhikode,Kerala,11.2450558,75.7754716

Malappuram,Kerala,11.10684475,76.10995510466662

Palakkad,Kerala,10.78736915,76.47421718925105

Pathananthitta,Kerala,9.2647582,76.78704139999999

Thiruvananthapuram,Kerala,8.4882267,76.947551

Thrissur,Kerala,10.5256264,76.2132542

Wayanad,Kerala,11.71512915,76.12711850740615

Agar Malwa,Madhya Pradesh,23.9342963,76.14523314122312

Alirajpur,Madhya Pradesh,22.285939550000002,74.35389642980134

Anupur,Madhya Pradesh,23.1148065,81.6987997

Ashoknagar,Madhya Pradesh,24.576189,77.7302895

Badwani,Madhya Pradesh,22.0363157,74.903339

Balaghat,Madhya Pradesh,22.0490636,80.6928570617724

Betul,Madhya Pradesh,21.8796162,77.87568124563079

Bhind,Madhya Pradesh,26.5,78.75

Bhopal,Madhya Pradesh,23.2584857,77.401989

Burhanpur,Madhya Pradesh,21.3118839,76.2291992

Chhatarpur,Madhya Pradesh,24.75,79.75

Chhindware,Madhya Pradesh,22.057437,78.9381729

Damoh,Madhya Pradesh,23.75,79.583333

Datia,Madhya Pradesh,25.75,78.5

Dewas,Madhya Pradesh,23,76.166667

Dhar,Madhya Pradesh,22.5,75.25

Dindori,Madhya Pradesh,22.907368650000002,80.88511429688029

Guna,Madhya Pradesh,24.5,77.5

Gwalior,Madhya Pradesh,26.2037247,78.1573628

Harda,Madhya Pradesh,22.3388828,77.0929933

Hoshangabad,Madhya Pradesh,22.6503147,77.7509281

Indore,Madhya Pradesh,22.7203616,75.8681996

Jabalpur,Madhya Pradesh,23.1608938,79.9497702

Jahbua,Madhya Pradesh,22.769666,74.5920921

Katni,Madhya Pradesh,23.8339621,80.392456

Khandwa,Madhya Pradesh,21.9778642,76.5688282326971

Khargone,Madhya Pradesh,21.825599,75.614182

Mandla,Madhya Pradesh,22.68536625,80.58150561711888

Mandsaur,Madhya Pradesh,24.2627979,75.38588022856008

Morena,Madhya Pradesh,26.166667,77.5

Narsimhapur,Madhya Pradesh,22.93412525,79.08676592149922

Neemach,Madhya Pradesh,24.4737663,74.8726497

Panna,Madhya Pradesh,24.5,80.25

Raisen,Madhya Pradesh,23.25,78.083333

Rajgarh,Madhya Pradesh,23.87167135,76.7748902040889

Ratlam,Madhya Pradesh,23.502187,74.95397841237119

Rewa,Madhya Pradesh,24.756718,81.65493468694177

Sagar,Madhya Pradesh,23.80961225,78.75911360578634

Satna,Madhya Pradesh,24.5,81

Sehore,Madhya Pradesh,23.1156882,77.06623939176504

Seoni,Madhya Pradesh,22.275878900000002,79.721044651047

Shahdol,Madhya Pradesh,23.3002343,81.364771

Shajapur,Madhya Pradesh,23.37074105,76.62051527475785

Sheopur,Madhya Pradesh,25.6656611,76.6954843

Shivpuri,Madhya Pradesh,25.37524125,77.82811932629714

Sidhi,Madhya Pradesh,24.25,82

Singrauli,Madhya Pradesh,24.1974432,82.6661453

Tikamgarh,Madhya Pradesh,24.855778049999998,79.04706346996252

Ujjain,Madhya Pradesh,23.1885131,75.7716562

Umaria,Madhya Pradesh,23.64319305,80.94239522009255

Vidisha,Madhya Pradesh,23.5225788,77.8148001

Ahmadnagar,Maharashtra,19.074352,74.7219979

Akola,Maharashtra,20.76181225,77.1921156663574

Amravati,Maharashtra,21.15454115,77.64429617998744

Aurangabad,Maharashtra,19.877263,75.3390241

Bhandara,Maharashtra,21.12304765,79.79390882119336

Bid,Maharashtra,20.1478882,77.8803527

Buldhana,Maharashtra,20.53208,76.179911

Chandrapur,Maharashtra,20.0967555,79.50454752230621

Dhule,Maharashtra,21.13170235,74.48990147066098

Gadchiroli,Maharashtra,19.759070350000002,80.16228072580182

Gondia,Maharashtra,21.455228,80.1962729

Greater Mumbai,Maharashtra,18.940695849999997,72.83401687006972

Hingoli,Maharashtra,19.54140965,77.17376601317515

Jalgaon,Maharashtra,20.84288265,75.52612463784979

Jalna,Maharashtra,19.918832950000002,75.87085986165867

Kolhapur,Maharashtra,16.7028412,74.2405329

Latur,Maharashtra,18.35159075,76.75542361334745

Mumbai City,Maharashtra,18.9733536,72.82810491917377

Nagpur,Maharashtra,21.1498134,79.0820556

Nanded,Maharashtra,19.09400875,77.48319215130235

Nandurbar,Maharashtra,21.51450155,74.54070114836503

Nashik,Maharashtra,20.0112475,73.7902364

Osmanabad,Maharashtra,18.28224535,76.05881660170444

Palghar,Maharashtra,19.684661,72.82491116145356

Parbhani,Maharashtra,19.29031365,76.60290343431203

Pune,Maharashtra,18.521428,73.8544541

Raigarh,Maharashtra,19.0097668,73.10936

Ratnagiri,Maharashtra,17.282607900000002,73.4569787039826

Sangli,Maharashtra,17.1726928,74.58676543279755

Satara,Maharashtra,17.63612885,74.29827807601782

Sindhudurg,Maharashtra,16.135719299999998,73.65220860183584

Solapur,Maharashtra,17.84990665,75.27632027348457

Thane,Maharashtra,19.1943294,72.9701779

Wardha,Maharashtra,20.82562315,78.61314549522919

Washim,Maharashtra,20.287417750000003,77.23696550258964

Yavatmal,Maharashtra,20.325703750000002,78.11691396684715

Bishnupur,Manipur,24.562463649999998,93.8012483746545

Chandel,Manipur,24.3197442,94.0210988225432

Churachandpur,Manipur,24.378704,93.69700149533944

East Imphal,Manipur,24.85154025,94.00947957721581

Jiribam,Manipur,24.6778472,93.1549000879473

Kakching,Manipur,24.38904015,93.88013239529906

Kangpokpi,Manipur,25.1524326,93.9714932

Noney,Manipur,24.8625867,93.6237454

Pherzawl,Manipur,24.2595653,93.1906004

Senapati,Manipur,25.380439600000003,94.0569854178655

Tamenglong,Manipur,24.935401300000002,93.56791112289724

Tengnoupal,Manipur,24.31392145,94.23756082375633

Thoubal,Manipur,24.624587,94.04247928402684

Ukhrul,Manipur,25.0982654,94.363167

West Imphal,Manipur,24.7991162,93.9364419

East Garo Hills,Meghalaya,25.61849455,90.63421621777749

East Jaintia Hills,Meghalaya,25.25157605,92.48405006942016

East Khasi Hills,Meghalaya,25.40237355,91.83254097054908

North Garo Hills,Meghalaya,25.8619841,90.70177048839348

Ri Bhoi,Meghalaya,25.87640255,91.85675741641606

South Garo Hills,Meghalaya,25.347969,90.56577725964563

Southwest Khasi Hils,Meghalaya,25.3258908,91.2506002

West Garo Hills,Meghalaya,25.606314249999997,90.21139055037469

West Khasi Hills,Meghalaya,25.5814429,91.08510943564022

Aizawl,Mizoram,23.7435236,92.7382905

Champhai,Mizoram,23.6317319,93.34931854269607

Kolasib,Mizoram,24.18947525,92.7133181281124

Lawngtlai,Mizoram,22.34596495,92.8119536068969

Lunglei,Mizoram,22.898553,92.75192291719874

Mamit,Mizoram,23.75590845,92.45173568830637

Saiha,Mizoram,22.4995518,92.97798988717027

Serchhip,Mizoram,23.385892300000002,92.930598908176

Dimapur,Nagaland,25.911744,93.721703

Kiphere,Nagaland,25.8689085,94.78534119999999

Kohima,Nagaland,25.75,94.166667

Longleng,Nagaland,26.49031725,94.77214247303138

Mokokchung,Nagaland,26.4795861,94.51052754768273

Mon,Nagaland,26.75,94.833333

Peren,Nagaland,25.47907705,93.72563659313207

Phek,Nagaland,25.75,94.5

Tuensang,Nagaland,26.168505500000002,94.85819821659115

Wokha,Nagaland,26.166667,94.25

Zunheboto,Nagaland,26,94.5

Angul,Odisha,20.8382426,85.0973949

Baleshwar,Odisha,21.495590749999998,86.91676226378776

Bargarh,Odisha,21.347763399999998,83.65768298821486

Bhadrak,Odisha,21.0633288,86.5053731

Bolangir,Odisha,20.7502257,83.2499464

Boudh,Odisha,20.8415619,84.3213321

Cuttack,Odisha,20.4686,85.8792

Deogarh,Odisha,21.5370786,84.7301184

Dhenkanal,Odisha,20.75,85.5

Gajapati,Odisha,19.19557415,84.19297736346317

Ganjam,Odisha,19.4129711,85.04710406447731

Jagatsinghpur,Odisha,20.2593872,86.1660878

Jajpur,Odisha,20.8522696,86.3385714

Jharsuguda,Odisha,21.87705125,84.00905063735019

Kalahandi,Odisha,19.75,83

Kandhamal,Odisha,20.13069385,84.07904760590154

Kendrapara,Odisha,20.50040085,86.43170622796478

Keonjhar,Odisha,21.5,85.5

Khordha,Odisha,20.22564715,85.56059465125232

Koraput,Odisha,18.7232023,82.6081182778727

Malkangiri,Odisha,18.35835435,81.89823748747048

Mayurbhanj,Odisha,21.75,86.5

Nabarangapur,Odisha,19.60962325,82.29876854111501

Nayagarh,Odisha,20.1160666,85.11195643843573

Nuaparha,Odisha,20.8085208,82.5340241

Puri,Odisha,19.8076083,85.8252538

Rayagada,Odisha,19.172095849999998,83.3350308502498

Sambalpur,Odisha,21.4706422,83.98368580351055

Sonapur,Odisha,20.8466301,83.82393679256941

Sundargarh,Odisha,22.13327195,83.97965279931319

Karaikal,Puducherry,10.91571,79.8375761

Mahe,Puducherry,11.7021978,75.5364701

Pondicherry,Puducherry,11.9340568,79.8306447

Yanam,Puducherry,16.7333666,82.2145164

Amritsar,Punjab,31.6343083,74.8736788

Barnala,Punjab,30.3704685,75.504017418548

Bathinda,Punjab,30.17911535,75.04710156312628

Faridkot,Punjab,30.60092505,74.79477422840449

Fatehgarh Sahib,Punjab,30.6466737,76.3887563

Fazilka,Punjab,30.4032097,74.0310609

Firozpur,Punjab,30.885100350000002,74.66014081248886

Gurdaspur,Punjab,32.166667,75.316667

Hoshiarpur,Punjab,31.60857425,75.84644246890946

Jalandhar,Punjab,31.29201065,75.56805772253911

Kapurthala,Punjab,31.38524095,75.30552273989395

Ludhiana,Punjab,30.9090157,75.851601

Mansa,Punjab,29.8769971,75.4889866137018

Moga,Punjab,30.7839866,75.16057422541162

Muktsar,Punjab,30.4692,74.5182

Pathankot,Punjab,32.2692452,75.6528858

Patiala,Punjab,30.2090874,76.3398720856221

Rupnagar,Punjab,31.09168085,76.5272673916138

Sangrur,Punjab,30.135825699999998,75.8535154380713

Sas Nagar,Punjab,30.6904366,76.7116208

Shd Bhagat Singh Ngr,Punjab,30.5831609,76.8519159

Tarn Taran,Punjab,31.351007,75.1501011

Ajmer,Rajasthan,26.4691,74.639

Alwar,Rajasthan,27.5,76.5

Banswara,Rajasthan,23.5,74.333333

Baran,Rajasthan,24.92077465,76.68218371245564

Barmer,Rajasthan,25.75,71.5

Bharatpur,Rajasthan,27.2154447,77.4986962

Bhilwara,Rajasthan,25.5,74.75

Bikaner,Rajasthan,28.0159286,73.3171367

Bundi,Rajasthan,25.5,75.833333

Chittaurgarh,Rajasthan,24.5,74.5

Churu,Rajasthan,28.5,74.5

Dausa,Rajasthan,26.893342,76.3376514

Dhaulpur,Rajasthan,26.7010642,77.896749

Dungarpur,Rajasthan,23.666667,73.75

Ganganagar,Rajasthan,29.9049489,73.8792934139276

Hanumangarh,Rajasthan,29.5760254,74.3342203

Jaipur,Rajasthan,26.9154576,75.8189817

Jaisalmer,Rajasthan,26.921761,70.9191144

Jalor,Rajasthan,25.166667,72.25

Jhalawar,Rajasthan,24.416667,76.25

Jhunjhunun,Rajasthan,28,75.5

Jodhpur,Rajasthan,26.2967719,73.0351433

Karauli,Rajasthan,26.4956,77.0275

Kota,Rajasthan,25.1737019,75.8574194

Nagaur,Rajasthan,27.0237969,74.2037201

Pali,Rajasthan,25.6051226,73.41650554658088

Pratapgarh,Rajasthan,24.0333495,74.7801315

Rajsamand,Rajasthan,25.0585825,73.8880816

Sawaimadhopur,Rajasthan,26.012373,76.3560109

Sikar,Rajasthan,27.66241555,75.02799709983499

Sirohi,Rajasthan,24.833333,72.75

Tonk,Rajasthan,26.1647019,75.576596

Udaipur,Rajasthan,24.578721,73.6862571

East District,Sikkim,27.3338349,88.614658

North District,Sikkim,27.666667,88.5

South District,Sikkim,27.333333,88.416667

West District,Sikkim,27.41851735,88.18083382964556

